"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
179901,PERRYTON ISD,179901103,EDWIN F WILLIAMS INT,REGION 16: AMARILLO,OCHILTREE,Elementary,5-Apr,No,No,276,0.591,0.409,A,93,A,90,A,90,A,90,A,90,A,100,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,13,13,88,87,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,178,0.708,0.034,Not Rated,.,Not Rated,.,Not Rated,91,Not Rated,91,Not Rated,.,Not Rated,.,,,,,,,,,,,,,,,,
180901,BOYS RANCH ISD,180901001,BOYS RANCH H S,REGION 16: AMARILLO,OLDHAM,High School,12-Sep,Yes,No,104,0.913,0.029,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,180901041,BLAKEMORE MIDDLE,REGION 16: AMARILLO,OLDHAM,Middle School,8-Jun,No,No,36,0.694,0.056,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180901,BOYS RANCH ISD,180901101,MIMI FARLEY EL,REGION 16: AMARILLO,OLDHAM,Elementary,KG - 05,No,No,38,0.158,0.026,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,368,0.228,0.057,A,97,A,95,A,92,A,92,A,91,A,100,,,,,,,,,Earned,,,,,,,
180902,VEGA ISD,180902001,VEGA H S,REGION 16: AMARILLO,OLDHAM,High School,12-Sep,No,No,127,0.15,0.024,A,97,A,96,A,91,A,91,B,84,A,100,,,Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,180902041,VEGA J H,REGION 16: AMARILLO,OLDHAM,Middle School,8-May,No,No,112,0.286,0.107,A,94,A,91,A,92,A,92,B,84,A,100,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180902,VEGA ISD,180902101,VEGA EL,REGION 16: AMARILLO,OLDHAM,Elementary,PK - 04,No,No,129,0.256,0.047,A,97,A,95,A,92,Not Rated: Senate Bill 1365,65,A,92,A,100,,,Earned,Earned,,,Not Earned,Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180903,ADRIAN ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,113,0.637,0.071,Not Rated: Data Under Review,89,A,90,A,93,C,79,A,93,B,80,,,,,,,,,,,,,,,,
180903,ADRIAN ISD,180903001,ADRIAN SCHOOL,REGION 16: AMARILLO,OLDHAM,Elem/Secondary,PK - 12,No,No,113,0.637,0.071,B,89,A,90,A,93,C,79,A,93,B,80,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
180904,WILDORADO ISD,,,REGION 16: AMARILLO,OLDHAM,District,,No,No,230,0.265,0,B,87,B,88,B,85,B,85,C,79,B,84,,,,,,,,,,,,,,,,
180904,WILDORADO ISD,180904101,WILDORADO SCHOOL,REGION 16: AMARILLO,OLDHAM,Elem/Secondary,PK - 12,No,No,230,0.265,0,B,87,B,88,B,85,B,85,C,79,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,3090,0.409,0.064,B,82,B,82,B,85,B,85,C,74,C,76,,,,,,,,,Not Earned,,,,,,,
181901,BRIDGE CITY ISD,181901001,BRIDGE CITY H S,REGION 05: BEAUMONT,ORANGE,High School,12-Sep,No,No,849,0.344,0.033,B,80,B,82,B,80,B,80,C,71,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901041,BRIDGE CITY MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,8-Jun,No,No,726,0.386,0.058,C,79,B,80,B,81,B,81,C,70,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901102,BRIDGE CITY EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 02,No,No,838,0.489,0.095,B,83,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181901,BRIDGE CITY ISD,181901103,BRIDGE CITY INT,REGION 05: BEAUMONT,ORANGE,Elementary,5-Mar,No,No,677,0.418,0.071,B,83,B,85,B,80,C,79,B,80,C,77,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,1843,0.307,0.025,B,82,B,84,B,82,B,82,C,70,C,78,,,,,,,,,Not Earned,,,,,,,
181905,ORANGEFIELD ISD,181905001,ORANGEFIELD H S,REGION 05: BEAUMONT,ORANGE,High School,12-Sep,No,No,529,0.263,0.021,B,84,B,87,C,75,C,75,C,71,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,181905041,ORANGEFIELD J H,REGION 05: BEAUMONT,ORANGE,Middle School,8-Jun,No,No,474,0.274,0.021,C,76,C,77,C,70,C,70,Not Rated: Senate Bill 1365,57,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181905,ORANGEFIELD ISD,181905102,ORANGEFIELD EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 05,No,No,840,0.352,0.03,B,88,B,82,A,90,A,90,C,72,B,83,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,2555,0.905,0.074,B,82,C,71,B,85,B,80,B,85,C,75,,,,,,,,,Not Earned,,,,,,,
181906,WEST ORANGE-COVE CISD,181906001,WEST ORANGE-STARK H S,REGION 05: BEAUMONT,ORANGE,High School,12-Sep,No,No,630,0.851,0.037,C,79,C,70,B,81,Not Rated: Senate Bill 1365,58,B,81,C,74,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906041,WEST ORANGE-STARK MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,8-Jun,No,No,517,0.919,0.043,B,81,Not Rated: Senate Bill 1365,60,B,85,B,85,C,70,C,73,Targeted Support,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906102,WEST ORANGE-STARK EL,REGION 05: BEAUMONT,ORANGE,Elementary,KG - 05,No,No,1107,0.914,0.087,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,62,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181906,WEST ORANGE-COVE CISD,181906104,M B NORTH E C LRN CTR,REGION 05: BEAUMONT,ORANGE,Elementary,PK - PK,No,No,301,0.963,0.156,Not Rated: Senate Bill 1365,67,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,36,14,21,21,3,3,ZONED SCHOOL-TRANSFERS ACCEPTED
181907,VIDOR ISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,4254,0.581,0.024,B,85,B,81,B,87,C,79,B,87,B,80,,,,,,,,,Not Earned,,,,,,,
181907,VIDOR ISD,181907001,VIDOR H S,REGION 05: BEAUMONT,ORANGE,High School,12-Sep,No,No,1225,0.489,0.012,B,80,C,79,B,81,C,73,B,81,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907041,VIDOR J H,REGION 05: BEAUMONT,ORANGE,Middle School,8-Jul,No,No,641,0.605,0.022,C,76,C,75,C,77,C,74,C,77,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907101,PINE FOREST EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,612,0.575,0.042,C,79,C,74,B,80,B,80,C,74,C,75,Targeted Support,,Not Earned,Earned,,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907102,VIDOR EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,575,0.635,0.021,C,78,C,77,B,81,Not Rated: Senate Bill 1365,65,B,81,C,72,Targeted Support,,Not Earned,Earned,,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907103,OAK FOREST EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 04,No,No,583,0.684,0.031,B,83,C,77,B,85,B,85,B,82,C,78,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181907,VIDOR ISD,181907104,VIDOR MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,6-May,No,No,618,0.595,0.026,B,82,B,80,B,83,C,77,B,83,C,78,Targeted Support,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,,,REGION 05: BEAUMONT,ORANGE,District,,No,No,3223,0.505,0.028,B,81,B,82,C,79,C,70,C,79,C,77,,,,,,,,,Not Earned,,,,,,,
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908001,LIT CYPR-MRCEVILLE H S,REGION 05: BEAUMONT,ORANGE,High School,12-Sep,No,No,1022,0.395,0.017,B,80,B,81,C,72,Not Rated: Senate Bill 1365,60,C,72,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908041,LITTLE CYPRESS J H,REGION 05: BEAUMONT,ORANGE,Middle School,8-Jun,No,No,468,0.517,0.03,C,73,C,74,C,72,C,72,Not Rated: Senate Bill 1365,69,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908042,MAURICEVILLE MIDDLE,REGION 05: BEAUMONT,ORANGE,Middle School,8-Jun,No,No,277,0.563,0.022,C,75,C,75,C,74,C,70,C,74,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908101,LITTLE CYPRESS EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 03,No,No,619,0.57,0.032,C,75,C,76,C,76,Not Rated,.,C,76,C,73,Comprehensive Progress,,Not Earned,Not Earned,,,,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908102,MAURICEVILLE EL,REGION 05: BEAUMONT,ORANGE,Elementary,EE - 05,No,No,556,0.606,0.036,C,71,Not Rated: Senate Bill 1365,69,C,72,C,72,Not Rated: Senate Bill 1365,63,C,70,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181908103,LITTLE CYPRESS INT,REGION 05: BEAUMONT,ORANGE,Elementary,5-Mar,No,No,281,0.488,0.043,C,73,Not Rated: Senate Bill 1365,69,C,74,C,74,Not Rated: Senate Bill 1365,58,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,36,14,21,21,3,3,COMBINED ENROLLMENT TYPE SCHOOL
182901,GORDON ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,264,0.564,0.11,B,82,B,85,B,84,C,72,B,84,C,74,,,,,,,,,,,,,,,,
182901,GORDON ISD,182901001,GORDON SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,264,0.564,0.11,B,82,B,85,B,84,C,72,B,84,C,74,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182902,GRAFORD ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,321,0.526,0.044,B,85,B,84,B,88,C,70,B,88,C,77,,,,,,,,,,,,,,,,
182902,GRAFORD ISD,182902001,GRAFORD SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,321,0.526,0.044,B,85,B,84,B,88,C,70,B,88,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,3228,0.748,0.147,B,87,B,84,B,89,B,80,B,89,B,81,,,,,,,,,Not Earned,,,,,,,
182903,MINERAL WELLS ISD,182903001,MINERAL WELLS H S,REGION 11: FORT WORTH,PALO PINTO,High School,12-Sep,No,No,884,0.678,0.074,B,80,C,79,B,83,Not Rated: Senate Bill 1365,56,B,83,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903002,MINERAL WELLS ACADEMY,REGION 11: FORT WORTH,PALO PINTO,High School,12-Oct,Yes,No,19,0.947,0,A,96,A,94,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903041,MINERAL WELLS J H,REGION 11: FORT WORTH,PALO PINTO,Middle School,8-Jul,No,No,498,0.733,0.116,C,79,C,72,B,80,B,80,C,79,C,76,Targeted Support,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182903,MINERAL WELLS ISD,182903105,MINERAL WELLS EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,EE - 06,No,No,1827,0.784,0.193,B,83,C,75,B,82,C,79,B,82,B,85,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182904,SANTO ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,496,0.401,0.04,A,97,A,95,A,93,B,84,A,93,A,100,,,,,,,,,Earned,,,,,,,
182904,SANTO ISD,182904001,SANTO H S,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,12-Jun,No,No,257,0.389,0.047,A,90,A,92,A,90,C,78,A,90,B,85,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182904,SANTO ISD,182904101,SANTO EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,PK - 05,No,No,239,0.414,0.033,A,94,A,92,B,89,B,89,B,89,A,100,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182905,STRAWN ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,162,0.642,0.136,B,85,B,85,A,90,Not Rated: Senate Bill 1365,68,A,90,C,74,,,,,,,,,,,,,,,,
182905,STRAWN ISD,182905001,STRAWN SCHOOL,REGION 11: FORT WORTH,PALO PINTO,Elem/Secondary,PK - 12,No,No,162,0.642,0.136,B,85,B,85,A,90,Not Rated: Senate Bill 1365,68,A,90,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
182906,PALO PINTO ISD,,,REGION 11: FORT WORTH,PALO PINTO,District,,No,No,84,0.5,0.036,A,93,A,93,A,92,A,91,A,92,Not Rated,.,,,,,,,,,,,,,,,,
182906,PALO PINTO ISD,182906101,PALO PINTO EL,REGION 11: FORT WORTH,PALO PINTO,Elementary,PK - 06,No,No,84,0.5,0.036,A,93,A,93,A,92,A,91,A,92,Not Rated,.,,,Earned,Not Earned,,,Not Earned,,Earned,11,25,60,60,30,10,ZONED SCHOOL-TRANSFERS ACCEPTED
183801,PANOLA CHARTER SCHOOL,,,REGION 07: KILGORE,PANOLA,District,,No,Yes,209,0.297,0.01,B,85,B,87,B,86,Not Rated: Senate Bill 1365,69,B,86,B,81,,,,,,,,,Not Earned,,,,,,,
183801,PANOLA CHARTER SCHOOL,183801001,PANOLA CS,REGION 07: KILGORE,PANOLA,High School,12-Aug,No,Yes,50,0.38,0,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,62,Not Rated,.,Not Rated: Senate Bill 1365,62,Not Rated,.,,,Not Earned,Not Earned,Not Earned,Not Earned,,,Not Earned,1,1,9,11,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183801,PANOLA CHARTER SCHOOL,183801002,TEXAS EARLY COLLEGE H S,REGION 07: KILGORE,PANOLA,High School,12-Aug,No,Yes,111,0.333,0.018,B,85,B,87,B,86,C,75,B,86,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,1,1,9,7,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183801,PANOLA CHARTER SCHOOL,183801003,PANOLA EARLY COLLEGE H S,REGION 07: KILGORE,PANOLA,High School,12-Aug,No,Yes,48,0.125,0,A,98,A,98,B,89,B,85,B,89,Not Rated,.,,,Not Earned,Earned,Not Earned,Earned,Not Earned,,Earned,1,1,9,11,1,1,OPEN ENROLLMENT CHARTER SCHOOL
183901,BECKVILLE ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,686,0.31,0.025,A,96,A,94,A,91,A,90,A,91,A,100,,,,,,,,,Not Earned,,,,,,,
183901,BECKVILLE ISD,183901001,BECKVILLE JR-SR HIGH SCHOOL,REGION 07: KILGORE,PANOLA,Elem/Secondary,12-Jun,No,No,351,0.308,0.023,A,96,A,94,B,88,B,88,B,87,A,100,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Not Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183901,BECKVILLE ISD,183901101,BECKVILLE SUNSET EL,REGION 07: KILGORE,PANOLA,Elementary,EE - 05,No,No,335,0.313,0.027,B,86,A,90,C,79,C,79,C,79,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,2668,0.592,0.086,B,89,B,89,A,93,B,80,A,93,B,82,,,,,,,,,Not Earned,,,,,,,
183902,CARTHAGE ISD,183902001,CARTHAGE H S,REGION 07: KILGORE,PANOLA,High School,12-Sep,No,No,800,0.546,0.059,A,91,A,90,A,92,B,82,A,92,B,88,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902042,CARTHAGE J H,REGION 07: KILGORE,PANOLA,Middle School,8-Jul,No,No,432,0.583,0.13,B,87,C,78,A,90,A,90,B,81,C,79,Targeted Support,,Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902101,BAKER-KOONCE INT,REGION 07: KILGORE,PANOLA,Elementary,6-Apr,No,No,570,0.572,0.111,Not Rated: Senate Bill 1365,69,C,72,C,70,Not Rated: Senate Bill 1365,58,C,70,Not Rated: Senate Bill 1365,62,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902103,LIBBY EL,REGION 07: KILGORE,PANOLA,Elementary,3-Feb,No,No,353,0.643,0.082,B,82,C,79,B,84,Not Rated,.,B,84,C,77,,,Not Earned,Not Earned,,,,Not Earned,Not Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183902,CARTHAGE ISD,183902104,CARTHAGE PRI,REGION 07: KILGORE,PANOLA,Elementary,EE - 01,No,No,513,0.657,0.068,B,82,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
183904,GARY ISD,,,REGION 07: KILGORE,PANOLA,District,,No,No,487,0.495,0.029,B,82,B,84,C,79,C,78,C,79,C,77,,,,,,,,,,,,,,,,
183904,GARY ISD,183904001,GARY SCHOOL,REGION 07: KILGORE,PANOLA,Elem/Secondary,PK - 12,No,No,487,0.495,0.029,B,82,B,84,C,79,C,78,C,79,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,1,1,9,11,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
184801,CROSSTIMBERS ACADEMY,,,REGION 11: FORT WORTH,PARKER,District,,Yes,Yes,149,0.477,0,A,99,A,91,C,73,C,73,Not Rated,.,A,91,,,,,,,,,,,,,,,,
184801,CROSSTIMBERS ACADEMY,184801001,CROSSTIMBERS ACADEMY,REGION 11: FORT WORTH,PARKER,High School,12-Sep,Yes,Yes,149,0.477,0,A,99,A,91,C,73,C,73,Not Rated,.,A,91,Comprehensive Progress,,,,,,,,,12,25,61,60,30,10,OPEN ENROLLMENT CHARTER SCHOOL
184901,POOLVILLE ISD,,,REGION 11: FORT WORTH,PARKER,District,,No,No,644,0.557,0.095,B,89,A,90,A,91,A,90,A,91,B,85,,,,,,,,,Not Earned,,,,,,,
184901,POOLVILLE ISD,184901001,POOLVILLE H S,REGION 11: FORT WORTH,PARKER,High School,12-Sep,No,No,143,0.364,0.042,B,88,B,89,B,82,C,76,B,82,B,85,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,61,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184901,POOLVILLE ISD,184901041,POOLVILLE J H,REGION 11: FORT WORTH,PARKER,Middle School,8-Jun,No,No,155,0.587,0.097,B,83,B,80,B,86,B,86,B,83,C,75,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,12,12,61,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184901,POOLVILLE ISD,184901101,POOLVILLE EL,REGION 11: FORT WORTH,PARKER,Elementary,EE - 05,No,No,346,0.624,0.116,B,89,B,89,B,89,B,86,B,89,B,89,,,Not Earned,Earned,Not Earned,,Not Earned,Earned,Earned,12,12,61,60,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
184902,SPRINGTOWN ISD,,,REGION 11: FORT WORTH,PARKER,District,,No,No,3883,0.497,0.075,C,76,C,79,C,79,C,79,C,74,C,70,,,,,,,,,Not Earned,,,,,,,
184902,SPRINGTOWN ISD,184902001,SPRINGTOWN H S,REGION 11: FORT WORTH,PARKER,High School,12-Sep,No,No,1117,0.426,0.062,C,77,B,80,C,76,C,76,C,73,Not Rated: Senate Bill 1365,69,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,61,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902041,SPRINGTOWN MIDDLE,REGION 11: FORT WORTH,PARKER,Middle School,8-Jul,No,No,615,0.488,0.067,B,82,C,79,B,86,B,86,C,77,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,61,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902106,SPRINGTOWN EL,REGION 11: FORT WORTH,PARKER,Elementary,EE - 04,No,No,592,0.596,0.118,B,82,B,80,B,83,C,74,B,83,C,78,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,12,12,61,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
184902,SPRINGTOWN ISD,184902107,SPRINGTOWN RENO EL,REGION 11: FORT WORTH,PARKER,Elementary,PK - 04,No,No,393,0.644,0.107,B,88,B,80,A,90,A,90,B,85,B,83,,,Not Earned,Earned,,,Earned,Earned,Not Earned,12,12,61,60,30,30,COMBINED ENROLLMENT TYPE SCHOOL
